id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
67,1.0,41.0,1.0,28.0,0.0,0.0,1.0,42268.0,154.0,36.0,0.0
68,1.0,60.0,1.0,28.0,0.0,0.0,1.0,66338.0,124.0,73.0,0.0
69,1.0,63.0,1.0,28.0,1.0,0.0,0.0,61739.0,124.0,79.0,0.0
71,1.0,44.0,1.0,47.0,0.0,0.0,1.0,46481.0,16.0,100.0,0.0
72,0.0,27.0,1.0,11.0,0.0,1.0,1.0,34587.0,26.0,63.0,0.0
73,0.0,23.0,1.0,39.0,1.0,1.0,0.0,40372.0,152.0,242.0,0.0
74,1.0,50.0,1.0,28.0,1.0,0.0,0.0,27784.0,26.0,277.0,0.0
75,1.0,59.0,1.0,23.0,0.0,0.0,0.0,27865.0,124.0,39.0,0.0
76,0.0,59.0,1.0,26.0,1.0,0.0,0.0,35649.0,122.0,136.0,0.0
77,1.0,67.0,1.0,28.0,1.0,0.0,0.0,31993.0,122.0,61.0,0.0
78,0.0,27.0,1.0,33.0,1.0,1.0,0.0,35512.0,152.0,111.0,0.0
80,1.0,77.0,1.0,37.0,1.0,0.0,0.0,40651.0,124.0,183.0,0.0
81,1.0,54.0,1.0,26.0,0.0,0.0,1.0,35493.0,22.0,74.0,0.0
82,0.0,28.0,1.0,28.0,1.0,1.0,0.0,38529.0,152.0,235.0,0.0
83,0.0,39.0,1.0,8.0,1.0,0.0,0.0,34735.0,152.0,131.0,0.0
84,0.0,39.0,1.0,5.0,0.0,0.0,1.0,31760.0,26.0,141.0,0.0
85,1.0,69.0,1.0,28.0,0.0,0.0,1.0,29802.0,122.0,158.0,0.0
86,0.0,21.0,1.0,17.0,0.0,1.0,1.0,27756.0,160.0,243.0,0.0
87,0.0,54.0,1.0,47.0,0.0,2.0,1.0,32873.0,26.0,248.0,0.0
88,1.0,25.0,1.0,23.0,0.0,1.0,1.0,23537.0,152.0,58.0,0.0
89,0.0,23.0,1.0,35.0,1.0,1.0,2.0,27606.0,160.0,114.0,0.0
92,0.0,26.0,1.0,30.0,1.0,1.0,0.0,31791.0,152.0,189.0,0.0
93,1.0,77.0,1.0,28.0,0.0,0.0,1.0,36099.0,124.0,139.0,0.0
94,0.0,28.0,1.0,41.0,0.0,0.0,0.0,2630.0,156.0,138.0,0.0
95,0.0,23.0,1.0,15.0,0.0,1.0,1.0,41641.0,152.0,209.0,0.0
96,0.0,23.0,1.0,30.0,0.0,1.0,0.0,26689.0,152.0,254.0,0.0
97,1.0,50.0,1.0,28.0,0.0,0.0,1.0,46995.0,52.0,291.0,0.0
98,0.0,62.0,1.0,28.0,0.0,2.0,1.0,41892.0,155.0,114.0,0.0
99,0.0,21.0,1.0,2.0,0.0,1.0,1.0,34274.0,152.0,79.0,0.0
100,0.0,24.0,1.0,7.0,1.0,1.0,1.0,2630.0,160.0,68.0,0.0
101,1.0,52.0,1.0,28.0,1.0,0.0,0.0,36033.0,26.0,92.0,0.0
102,1.0,24.0,1.0,3.0,1.0,1.0,0.0,28139.0,152.0,52.0,0.0
103,0.0,20.0,1.0,30.0,0.0,1.0,1.0,33227.0,160.0,78.0,0.0
104,0.0,22.0,1.0,8.0,1.0,1.0,0.0,39816.0,152.0,156.0,0.0
105,1.0,29.0,1.0,41.0,1.0,1.0,1.0,43046.0,163.0,222.0,0.0
107,0.0,23.0,1.0,41.0,1.0,1.0,0.0,36674.0,152.0,158.0,0.0
108,1.0,31.0,1.0,29.0,0.0,0.0,1.0,28867.0,124.0,247.0,0.0
109,1.0,72.0,1.0,46.0,1.0,0.0,1.0,28698.0,30.0,216.0,0.0
110,1.0,45.0,1.0,35.0,0.0,0.0,1.0,2630.0,124.0,275.0,0.0
111,1.0,27.0,1.0,8.0,1.0,1.0,0.0,31428.0,122.0,77.0,0.0
112,0.0,48.0,1.0,46.0,0.0,2.0,1.0,37379.0,11.0,139.0,0.0
113,0.0,33.0,1.0,30.0,1.0,1.0,0.0,24998.0,152.0,181.0,0.0
115,0.0,28.0,1.0,30.0,1.0,1.0,0.0,32830.0,152.0,275.0,0.0
116,0.0,32.0,1.0,46.0,0.0,0.0,1.0,34810.0,26.0,166.0,0.0
117,1.0,69.0,1.0,46.0,0.0,0.0,1.0,2630.0,11.0,16.0,0.0
118,0.0,32.0,1.0,27.0,1.0,1.0,0.0,22838.0,151.0,295.0,0.0
119,0.0,23.0,1.0,29.0,1.0,1.0,2.0,37983.0,152.0,23.0,0.0
120,0.0,23.0,1.0,25.0,0.0,1.0,0.0,2630.0,152.0,149.0,0.0
122,0.0,39.0,1.0,28.0,1.0,0.0,0.0,37243.0,124.0,31.0,0.0
123,1.0,37.0,1.0,13.0,0.0,0.0,1.0,30440.0,124.0,293.0,0.0
125,1.0,23.0,1.0,15.0,1.0,1.0,0.0,25605.0,160.0,256.0,0.0
126,1.0,49.0,1.0,28.0,0.0,0.0,1.0,2630.0,124.0,88.0,0.0
127,1.0,23.0,1.0,41.0,1.0,1.0,0.0,33307.0,152.0,147.0,0.0
128,0.0,22.0,1.0,25.0,0.0,1.0,1.0,23955.0,160.0,22.0,0.0
135,0.0,27.0,1.0,8.0,1.0,1.0,0.0,40651.0,152.0,260.0,0.0
137,0.0,59.0,1.0,39.0,0.0,0.0,1.0,32775.0,124.0,158.0,0.0
138,0.0,23.0,1.0,36.0,0.0,1.0,1.0,33638.0,160.0,22.0,0.0
139,1.0,36.0,1.0,28.0,1.0,0.0,0.0,2630.0,26.0,258.0,0.0
140,1.0,21.0,1.0,29.0,1.0,1.0,0.0,62164.0,152.0,116.0,0.0
141,0.0,21.0,1.0,46.0,1.0,1.0,0.0,27528.0,160.0,117.0,0.0
142,0.0,47.0,1.0,41.0,1.0,0.0,0.0,42080.0,124.0,62.0,0.0
143,1.0,25.0,1.0,28.0,1.0,1.0,0.0,36202.0,152.0,193.0,0.0
144,0.0,32.0,1.0,46.0,0.0,0.0,1.0,27320.0,156.0,204.0,0.0
145,1.0,21.0,1.0,3.0,1.0,1.0,0.0,40511.0,160.0,212.0,0.0
146,1.0,23.0,1.0,28.0,0.0,1.0,1.0,56589.0,152.0,144.0,0.0
147,0.0,27.0,1.0,30.0,1.0,1.0,0.0,33780.0,152.0,246.0,0.0
148,1.0,20.0,1.0,39.0,1.0,1.0,0.0,28329.0,160.0,78.0,0.0
150,0.0,22.0,1.0,11.0,1.0,1.0,0.0,76651.0,152.0,258.0,0.0
151,1.0,25.0,1.0,8.0,0.0,1.0,1.0,54385.0,152.0,206.0,0.0
152,1.0,27.0,1.0,28.0,0.0,1.0,1.0,26732.0,152.0,282.0,0.0
153,1.0,51.0,1.0,19.0,0.0,0.0,1.0,2630.0,124.0,228.0,0.0
154,1.0,53.0,1.0,28.0,1.0,0.0,0.0,40397.0,122.0,156.0,0.0
155,0.0,24.0,1.0,22.0,1.0,1.0,0.0,34591.0,152.0,125.0,0.0
156,0.0,49.0,1.0,28.0,0.0,0.0,1.0,32771.0,154.0,29.0,0.0
158,1.0,41.0,1.0,35.0,0.0,0.0,1.0,25112.0,154.0,221.0,0.0
159,0.0,23.0,1.0,47.0,0.0,1.0,1.0,28737.0,152.0,18.0,0.0
160,0.0,31.0,1.0,15.0,1.0,1.0,0.0,25908.0,152.0,84.0,0.0
161,1.0,20.0,1.0,3.0,1.0,1.0,0.0,41914.0,160.0,206.0,0.0
162,1.0,70.0,1.0,25.0,1.0,0.0,0.0,2630.0,124.0,230.0,0.0
163,1.0,78.0,1.0,28.0,1.0,0.0,0.0,42462.0,26.0,54.0,0.0
164,0.0,31.0,1.0,28.0,1.0,0.0,0.0,29395.0,26.0,123.0,0.0
165,0.0,48.0,1.0,36.0,1.0,0.0,0.0,2630.0,124.0,189.0,0.0
166,1.0,25.0,1.0,30.0,1.0,1.0,0.0,29396.0,152.0,22.0,0.0
168,0.0,26.0,1.0,8.0,0.0,1.0,1.0,89282.0,152.0,101.0,0.0
169,0.0,60.0,1.0,28.0,1.0,0.0,0.0,30386.0,26.0,114.0,0.0
170,0.0,28.0,1.0,8.0,1.0,1.0,0.0,31454.0,152.0,86.0,0.0
171,1.0,23.0,1.0,36.0,1.0,1.0,0.0,52462.0,152.0,243.0,0.0
172,1.0,22.0,1.0,36.0,1.0,1.0,0.0,36352.0,152.0,13.0,0.0
173,0.0,50.0,1.0,28.0,0.0,0.0,1.0,36282.0,26.0,237.0,0.0
174,0.0,33.0,1.0,36.0,1.0,1.0,0.0,40899.0,152.0,85.0,0.0
175,1.0,24.0,1.0,35.0,1.0,1.0,0.0,23540.0,152.0,98.0,0.0
176,0.0,22.0,1.0,36.0,1.0,1.0,2.0,34527.0,152.0,67.0,0.0
177,1.0,25.0,1.0,28.0,1.0,1.0,2.0,101021.0,152.0,49.0,0.0
178,1.0,60.0,1.0,45.0,0.0,0.0,2.0,42888.0,124.0,229.0,0.0
180,0.0,45.0,1.0,46.0,0.0,0.0,1.0,22689.0,26.0,95.0,0.0
181,1.0,30.0,1.0,28.0,1.0,0.0,0.0,40167.0,125.0,264.0,0.0
182,1.0,52.0,1.0,0.0,0.0,0.0,1.0,2630.0,124.0,89.0,0.0
183,1.0,47.0,1.0,15.0,1.0,0.0,0.0,29306.0,14.0,99.0,0.0
184,1.0,59.0,1.0,41.0,1.0,0.0,0.0,28821.0,26.0,29.0,0.0
185,0.0,51.0,1.0,28.0,0.0,0.0,1.0,57008.0,26.0,208.0,0.0
186,1.0,52.0,1.0,0.0,1.0,0.0,0.0,2630.0,26.0,134.0,0.0
187,1.0,48.0,1.0,8.0,0.0,2.0,1.0,44021.0,124.0,135.0,0.0
188,1.0,42.0,1.0,37.0,0.0,0.0,1.0,36532.0,124.0,268.0,0.0
189,0.0,45.0,1.0,28.0,0.0,0.0,1.0,25604.0,26.0,85.0,0.0
190,0.0,27.0,1.0,11.0,1.0,0.0,0.0,26756.0,124.0,254.0,0.0
191,0.0,28.0,1.0,8.0,1.0,1.0,0.0,37731.0,152.0,30.0,0.0
192,0.0,24.0,1.0,16.0,1.0,1.0,0.0,28190.0,152.0,284.0,0.0
193,1.0,32.0,1.0,46.0,1.0,1.0,0.0,23847.0,152.0,183.0,0.0
194,1.0,21.0,1.0,47.0,0.0,1.0,0.0,37028.0,160.0,119.0,0.0
195,1.0,39.0,1.0,28.0,1.0,0.0,0.0,29468.0,26.0,166.0,0.0
196,1.0,55.0,1.0,30.0,1.0,0.0,0.0,29215.0,26.0,226.0,0.0
197,0.0,56.0,1.0,15.0,0.0,0.0,0.0,29132.0,154.0,229.0,0.0
199,0.0,26.0,1.0,26.0,1.0,1.0,0.0,2630.0,152.0,142.0,0.0
200,0.0,42.0,1.0,28.0,0.0,0.0,1.0,40613.0,124.0,242.0,0.0
201,1.0,55.0,1.0,28.0,0.0,0.0,1.0,49470.0,124.0,203.0,0.0
203,1.0,22.0,1.0,11.0,1.0,1.0,0.0,21126.0,152.0,272.0,0.0
204,1.0,42.0,1.0,8.0,0.0,0.0,0.0,24224.0,154.0,66.0,0.0
206,1.0,21.0,1.0,30.0,0.0,1.0,1.0,26720.0,160.0,64.0,0.0
207,0.0,23.0,1.0,46.0,1.0,1.0,0.0,18682.0,152.0,57.0,0.0
208,0.0,21.0,1.0,6.0,0.0,1.0,1.0,19196.0,152.0,40.0,0.0
209,1.0,24.0,1.0,6.0,1.0,1.0,0.0,18576.0,151.0,245.0,0.0
210,1.0,26.0,1.0,37.0,0.0,1.0,1.0,57159.0,160.0,163.0,0.0
211,0.0,48.0,1.0,28.0,1.0,0.0,0.0,35945.0,124.0,24.0,0.0
212,1.0,45.0,1.0,28.0,0.0,0.0,1.0,33205.0,26.0,243.0,0.0
214,1.0,42.0,1.0,45.0,0.0,0.0,0.0,28759.0,25.0,102.0,0.0
230,0.0,64.0,1.0,28.0,1.0,0.0,1.0,41697.0,26.0,287.0,0.0
231,1.0,42.0,1.0,31.0,0.0,0.0,1.0,2630.0,124.0,181.0,0.0
232,1.0,24.0,1.0,47.0,0.0,1.0,1.0,36414.0,124.0,292.0,0.0
233,1.0,53.0,1.0,0.0,0.0,0.0,1.0,2630.0,26.0,69.0,0.0
235,1.0,25.0,1.0,46.0,1.0,1.0,0.0,39914.0,152.0,235.0,0.0
237,0.0,48.0,1.0,33.0,0.0,0.0,1.0,44724.0,154.0,132.0,0.0
238,1.0,28.0,1.0,15.0,1.0,1.0,0.0,38339.0,152.0,245.0,0.0
239,1.0,33.0,1.0,3.0,1.0,0.0,0.0,27609.0,152.0,255.0,0.0
240,0.0,63.0,1.0,28.0,0.0,2.0,1.0,31004.0,26.0,281.0,0.0
241,1.0,22.0,1.0,46.0,1.0,1.0,0.0,30745.0,152.0,147.0,0.0
242,1.0,27.0,1.0,3.0,1.0,1.0,0.0,27181.0,152.0,125.0,0.0
243,0.0,36.0,1.0,28.0,0.0,0.0,1.0,40431.0,124.0,230.0,0.0
244,1.0,49.0,1.0,28.0,0.0,0.0,1.0,45558.0,26.0,49.0,0.0
245,0.0,39.0,1.0,46.0,0.0,0.0,0.0,35145.0,26.0,116.0,0.0
247,0.0,57.0,1.0,46.0,0.0,0.0,1.0,30777.0,26.0,158.0,0.0
249,0.0,25.0,1.0,27.0,0.0,1.0,0.0,2630.0,152.0,167.0,0.0
250,1.0,41.0,1.0,11.0,1.0,0.0,0.0,35614.0,26.0,152.0,0.0
251,1.0,33.0,1.0,31.0,1.0,1.0,0.0,2630.0,152.0,259.0,0.0
252,1.0,23.0,1.0,12.0,1.0,1.0,0.0,24886.0,26.0,111.0,0.0
253,0.0,20.0,1.0,34.0,0.0,1.0,1.0,33247.0,160.0,281.0,0.0
254,1.0,36.0,1.0,28.0,1.0,0.0,0.0,47682.0,124.0,121.0,0.0
255,1.0,21.0,1.0,13.0,1.0,1.0,0.0,37710.0,152.0,30.0,0.0
256,0.0,57.0,1.0,28.0,0.0,2.0,1.0,2630.0,26.0,71.0,0.0
257,1.0,25.0,1.0,28.0,1.0,1.0,0.0,43516.0,152.0,150.0,0.0
258,0.0,24.0,1.0,46.0,0.0,1.0,1.0,27141.0,152.0,246.0,0.0
259,1.0,67.0,1.0,28.0,1.0,0.0,0.0,31011.0,122.0,63.0,0.0
260,1.0,24.0,1.0,13.0,1.0,1.0,0.0,44603.0,152.0,207.0,0.0
262,0.0,22.0,1.0,12.0,1.0,1.0,0.0,29823.0,152.0,128.0,0.0
263,1.0,45.0,1.0,30.0,1.0,0.0,0.0,2630.0,26.0,121.0,0.0
264,1.0,22.0,1.0,36.0,1.0,1.0,0.0,2630.0,152.0,60.0,0.0
265,1.0,24.0,1.0,28.0,0.0,1.0,1.0,21583.0,152.0,143.0,0.0
266,0.0,22.0,1.0,11.0,1.0,1.0,0.0,32234.0,152.0,117.0,0.0
267,1.0,48.0,1.0,28.0,0.0,0.0,1.0,42028.0,26.0,77.0,0.0
268,0.0,28.0,1.0,21.0,1.0,1.0,0.0,26106.0,152.0,95.0,0.0
269,0.0,27.0,1.0,50.0,0.0,1.0,1.0,2630.0,160.0,83.0,0.0
270,1.0,49.0,1.0,46.0,1.0,0.0,0.0,2630.0,30.0,198.0,0.0
271,1.0,62.0,1.0,8.0,0.0,0.0,1.0,47272.0,26.0,194.0,0.0
272,1.0,45.0,1.0,28.0,0.0,0.0,1.0,42704.0,26.0,116.0,0.0
273,0.0,60.0,1.0,6.0,0.0,0.0,1.0,2630.0,157.0,143.0,0.0
274,0.0,20.0,1.0,17.0,0.0,0.0,0.0,2630.0,156.0,181.0,0.0
275,0.0,38.0,1.0,10.0,0.0,0.0,1.0,37039.0,124.0,103.0,0.0
276,0.0,52.0,1.0,31.0,0.0,0.0,1.0,2630.0,26.0,127.0,0.0
278,1.0,55.0,1.0,28.0,0.0,2.0,1.0,41246.0,26.0,285.0,0.0
279,0.0,20.0,1.0,35.0,0.0,1.0,1.0,34281.0,160.0,214.0,0.0
280,1.0,25.0,1.0,28.0,1.0,1.0,0.0,47031.0,26.0,151.0,0.0
281,1.0,25.0,1.0,39.0,0.0,1.0,0.0,2630.0,152.0,217.0,0.0
283,0.0,21.0,1.0,14.0,1.0,1.0,0.0,36712.0,152.0,56.0,0.0
284,1.0,40.0,1.0,48.0,0.0,2.0,1.0,2630.0,26.0,86.0,0.0
285,1.0,36.0,1.0,28.0,0.0,0.0,1.0,34165.0,124.0,143.0,0.0
286,1.0,42.0,1.0,15.0,0.0,0.0,1.0,28883.0,26.0,66.0,0.0
287,1.0,24.0,1.0,10.0,1.0,1.0,0.0,35443.0,152.0,45.0,0.0
288,1.0,39.0,1.0,28.0,0.0,0.0,1.0,32807.0,157.0,186.0,0.0
289,1.0,26.0,1.0,10.0,0.0,1.0,1.0,24115.0,152.0,69.0,0.0
290,1.0,64.0,1.0,8.0,0.0,0.0,1.0,2630.0,124.0,293.0,0.0
291,0.0,25.0,1.0,47.0,1.0,1.0,0.0,2630.0,160.0,299.0,0.0
292,0.0,22.0,1.0,13.0,1.0,1.0,0.0,37093.0,152.0,66.0,0.0
294,0.0,28.0,1.0,6.0,1.0,1.0,0.0,18683.0,152.0,215.0,0.0
295,1.0,22.0,1.0,13.0,1.0,1.0,0.0,33413.0,152.0,104.0,0.0
296,0.0,26.0,1.0,16.0,0.0,1.0,1.0,32232.0,152.0,238.0,0.0
297,0.0,22.0,1.0,46.0,0.0,1.0,1.0,31180.0,152.0,120.0,0.0
298,1.0,60.0,1.0,8.0,0.0,0.0,1.0,2630.0,124.0,21.0,0.0
300,1.0,22.0,1.0,21.0,1.0,1.0,0.0,30893.0,152.0,29.0,0.0
301,1.0,21.0,1.0,29.0,1.0,1.0,0.0,43798.0,152.0,258.0,0.0
302,1.0,67.0,1.0,28.0,0.0,0.0,1.0,32653.0,124.0,171.0,0.0
303,0.0,35.0,1.0,28.0,0.0,0.0,1.0,41662.0,150.0,223.0,0.0
304,0.0,24.0,1.0,33.0,1.0,1.0,0.0,20513.0,152.0,270.0,0.0
305,1.0,24.0,1.0,11.0,1.0,1.0,0.0,27771.0,152.0,233.0,0.0
306,1.0,24.0,1.0,15.0,1.0,1.0,0.0,23267.0,152.0,143.0,0.0
307,0.0,28.0,1.0,41.0,1.0,1.0,0.0,37948.0,152.0,211.0,0.0
308,0.0,24.0,1.0,30.0,1.0,1.0,0.0,24414.0,152.0,149.0,0.0
309,1.0,71.0,1.0,28.0,0.0,0.0,1.0,42881.0,124.0,105.0,0.0
310,1.0,26.0,1.0,35.0,1.0,1.0,0.0,51047.0,152.0,165.0,0.0
311,0.0,45.0,1.0,28.0,0.0,2.0,1.0,73929.0,157.0,86.0,0.0
312,0.0,59.0,1.0,39.0,0.0,0.0,1.0,44630.0,124.0,200.0,0.0
313,0.0,26.0,1.0,28.0,1.0,1.0,0.0,44082.0,152.0,197.0,0.0
314,0.0,24.0,1.0,46.0,1.0,1.0,0.0,21006.0,152.0,11.0,0.0
315,1.0,42.0,1.0,8.0,0.0,0.0,1.0,35600.0,124.0,213.0,0.0
323,0.0,22.0,1.0,28.0,0.0,1.0,1.0,48276.0,152.0,290.0,0.0
324,0.0,35.0,1.0,28.0,0.0,0.0,1.0,41029.0,125.0,94.0,0.0
325,1.0,24.0,1.0,8.0,1.0,1.0,0.0,35981.0,152.0,231.0,0.0
326,0.0,24.0,1.0,33.0,1.0,1.0,0.0,32219.0,152.0,45.0,0.0
327,0.0,26.0,1.0,47.0,1.0,1.0,0.0,2630.0,152.0,296.0,0.0
328,1.0,26.0,1.0,30.0,1.0,1.0,0.0,2630.0,152.0,270.0,0.0
329,1.0,39.0,1.0,28.0,0.0,0.0,1.0,38036.0,157.0,10.0,0.0
330,0.0,52.0,1.0,45.0,0.0,0.0,1.0,23918.0,26.0,265.0,0.0
331,1.0,20.0,1.0,28.0,1.0,1.0,0.0,31367.0,160.0,255.0,0.0
332,1.0,69.0,1.0,28.0,0.0,0.0,1.0,30727.0,122.0,47.0,0.0
333,0.0,28.0,1.0,46.0,1.0,1.0,0.0,41526.0,160.0,122.0,0.0
335,0.0,22.0,1.0,8.0,1.0,1.0,0.0,48773.0,152.0,217.0,0.0
336,1.0,20.0,1.0,29.0,1.0,0.0,0.0,2630.0,157.0,271.0,0.0
337,1.0,21.0,1.0,8.0,1.0,1.0,0.0,27076.0,160.0,278.0,0.0
338,1.0,23.0,1.0,18.0,1.0,1.0,0.0,35970.0,26.0,16.0,0.0
339,1.0,36.0,1.0,8.0,0.0,0.0,1.0,30941.0,26.0,249.0,0.0
341,1.0,27.0,1.0,15.0,0.0,1.0,1.0,33845.0,152.0,260.0,0.0
342,1.0,47.0,1.0,41.0,1.0,0.0,0.0,36809.0,26.0,226.0,0.0
343,0.0,49.0,1.0,28.0,0.0,0.0,1.0,48505.0,124.0,271.0,0.0
344,1.0,25.0,1.0,25.0,1.0,1.0,0.0,32856.0,152.0,275.0,0.0
345,0.0,21.0,1.0,29.0,1.0,1.0,0.0,29166.0,152.0,278.0,0.0
348,0.0,42.0,1.0,28.0,0.0,0.0,1.0,39977.0,124.0,276.0,0.0
349,0.0,31.0,1.0,28.0,0.0,0.0,1.0,39423.0,124.0,190.0,0.0
350,0.0,60.0,1.0,36.0,1.0,0.0,1.0,36638.0,124.0,33.0,0.0
351,1.0,46.0,1.0,29.0,0.0,0.0,1.0,28946.0,124.0,64.0,0.0
352,0.0,23.0,1.0,46.0,1.0,1.0,0.0,2630.0,152.0,88.0,0.0
353,0.0,22.0,1.0,30.0,1.0,1.0,0.0,18202.0,152.0,107.0,0.0
354,1.0,20.0,1.0,8.0,1.0,1.0,0.0,38076.0,160.0,79.0,0.0
356,0.0,29.0,1.0,28.0,1.0,1.0,0.0,27715.0,152.0,93.0,0.0
357,1.0,22.0,1.0,46.0,1.0,1.0,1.0,28311.0,152.0,240.0,0.0
358,0.0,22.0,1.0,36.0,0.0,1.0,1.0,2630.0,152.0,211.0,0.0
361,1.0,44.0,1.0,28.0,0.0,0.0,1.0,39450.0,124.0,214.0,0.0
362,0.0,23.0,1.0,8.0,1.0,1.0,0.0,42644.0,152.0,257.0,0.0
363,0.0,50.0,1.0,28.0,0.0,0.0,1.0,68147.0,30.0,218.0,0.0
364,1.0,50.0,1.0,28.0,1.0,0.0,0.0,42024.0,122.0,224.0,0.0
365,0.0,44.0,1.0,41.0,0.0,0.0,1.0,30875.0,124.0,173.0,0.0
366,1.0,22.0,1.0,46.0,1.0,1.0,0.0,25037.0,152.0,220.0,0.0
367,1.0,31.0,1.0,24.0,0.0,0.0,1.0,2630.0,156.0,257.0,0.0
368,0.0,20.0,1.0,12.0,0.0,1.0,1.0,2630.0,160.0,203.0,0.0
369,1.0,52.0,1.0,30.0,1.0,1.0,0.0,2630.0,1.0,152.0,0.0
370,1.0,58.0,1.0,28.0,1.0,0.0,0.0,44522.0,23.0,94.0,0.0
371,1.0,59.0,1.0,49.0,0.0,0.0,1.0,39971.0,124.0,143.0,0.0
372,0.0,25.0,1.0,8.0,1.0,1.0,0.0,42307.0,152.0,213.0,0.0
374,1.0,44.0,1.0,46.0,1.0,0.0,0.0,50696.0,26.0,193.0,0.0
375,0.0,38.0,1.0,29.0,0.0,0.0,1.0,47639.0,122.0,169.0,0.0
376,1.0,38.0,1.0,28.0,0.0,0.0,1.0,65212.0,124.0,32.0,0.0
377,1.0,23.0,1.0,27.0,1.0,1.0,0.0,26287.0,160.0,199.0,0.0
378,0.0,78.0,1.0,46.0,1.0,0.0,0.0,31616.0,11.0,185.0,0.0
379,1.0,20.0,1.0,35.0,1.0,1.0,0.0,2630.0,160.0,81.0,0.0
380,1.0,25.0,1.0,11.0,0.0,1.0,0.0,38081.0,152.0,132.0,0.0
381,1.0,47.0,1.0,28.0,1.0,0.0,0.0,31269.0,124.0,213.0,0.0
382,1.0,66.0,1.0,31.0,0.0,2.0,1.0,2630.0,26.0,90.0,0.0
384,0.0,24.0,1.0,8.0,0.0,1.0,1.0,54408.0,152.0,86.0,0.0
